Run_ID,Timestamp,SV_ID,Property_Name,BHK,Property_Type,City,Primary_USP,OTA_Platform,Valid_Listing_URL,Old_Name,Old_Length,New_Name,New_Length,Limit,Length_Status,Change_Rationale,Sync_Status,Backend_Updated_At
RUN_002,2026-09-21 12:56:31,166,Le Sutra Great Escapes,3BHK,Villa,Lonavala,Pool,MakeMyTrip,None,StayVista | Le Sutra Great Escapes - Geometrica,47,3BHK Le Sutra Great Escapes • Pool • Lonavala,45,50,Within Limit (45/50 chars),"Removed non-compliant symbols ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,100,Bungalow 89,4BHK,Villa,Lonavala,Private Pool,Agoda,None,StayVista at Bungalow 89,24,4-Bedroom Bungalow 89 Villa in Lonavala,39,50,Within Limit (39/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,100,Bungalow 89,4BHK,Villa,Lonavala,Private Pool,Airbnb,None,4BR Scenic View Stay | Bungalow 89 Lonavala,43,4BHK Bungalow 89 Villa w/ Private Pool,38,44,Within Limit (38/44 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,100,Bungalow 89,4BHK,Villa,Lonavala,Private Pool,Booking.com,None,Bungalow 89 by StayVista - A hill-view villa adorned with eclectic interiors for a truly unique & captivating stay,114,Bungalow 89 Villa - 4BHK with Private Pool,42,50,Fixed Truncation (114 -> 42 chars),Fixed overflow: old was 114/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,100,Bungalow 89,4BHK,Villa,Lonavala,Private Pool,MakeMyTrip,None,StayVista at Bungalow 89,24,4BHK Bungalow 89 Villa • Private Pool • Lonavala,48,50,Within Limit (48/50 chars),Added prominent BHK prefix for domestic filter matching,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,288,Shivom  12,3BHK,Villa,Lonavala,Infinity Pool,Agoda,None,Shivom Villa 12 by Vista Rooms,30,3-Bedroom Shivom  12 Villa in Lonavala,38,50,Within Limit (38/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,288,Shivom  12,3BHK,Villa,Lonavala,Infinity Pool,Airbnb,None,3R Villa w/infinity pool+bonfire-ShivomVilla@Pawna,50,3BHK Shivom  12 • Infinity Pool & Lake View,43,44,Fixed Truncation (50 -> 43 chars),"Fixed overflow: old was 50/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,288,Shivom  12,3BHK,Villa,Lonavala,Infinity Pool,Booking.com,None,"Shivom Villa 12 - Pawna by Gram's, StayVista - 3BHK with Lake View & Infinity Pool",82,Shivom  12 Villa - 3BHK with Infinity Pool,42,50,Fixed Truncation (82 -> 42 chars),Fixed overflow: old was 82/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,288,Shivom  12,3BHK,Villa,Lonavala,Infinity Pool,MakeMyTrip,None,StayVista | Shivom Villa 12,27,3BHK Shivom  12 Villa • Infinity Pool • Lonavala,48,50,Within Limit (48/50 chars),"Removed non-compliant symbols ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,223,Greenwoods  10,5BHK,Villa,Lonavala,Private Pool,Agoda,None,Greenwoods Ten by Vista Rooms,29,5-Bedroom Greenwoods  10 Villa in Lonavala,42,50,Within Limit (42/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,223,Greenwoods  10,5BHK,Villa,Lonavala,Private Pool,Airbnb,None,5BR|Pool|StayVista| Greenwoods Villa 10 @Lonavala,49,5BHK Greenwoods  10 Villa w/ Private Pool,41,44,Fixed Truncation (49 -> 41 chars),"Fixed overflow: old was 49/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,223,Greenwoods  10,5BHK,Villa,Lonavala,Private Pool,Booking.com,None,"StayVista's Greenwoods Villa 10 - City-Center Villa with Private Pool, Terrace, Lift & Carrom Board",99,Greenwoods  10 Villa - 5BHK with Private Pool,45,50,Fixed Truncation (99 -> 45 chars),Fixed overflow: old was 99/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,223,Greenwoods  10,5BHK,Villa,Lonavala,Private Pool,MakeMyTrip,None,StayVista | 5 BHK Greenwoods Ten Villa,38,5BHK Greenwoods  10 • Private Pool • Lonavala,45,50,Within Limit (45/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,221,Azul,4BHK,Villa,Lonavala,Pool,Agoda,None,StayVista at Villa Azul,23,"4-Bedroom Azul Villa, Lonavala w/ Pool",38,50,Within Limit (38/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,221,Azul,4BHK,Villa,Lonavala,Pool,Airbnb,None,"4bhk-Pool & Lawn -StayVista@Villa Azul, Lonavala",48,4BHK Azul • Pool & Jacuzzi,26,44,Fixed Truncation (48 -> 26 chars),"Fixed overflow: old was 48/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,221,Azul,4BHK,Villa,Lonavala,Pool,Booking.com,None,StayVista's Villa Azul - 4BHK with Pool Table & Jacuzzi,55,Azul Villa by StayVista - 4BHK w/ Pool,38,50,Fixed Truncation (55 -> 38 chars),Fixed overflow: old was 55/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,221,Azul,4BHK,Villa,Lonavala,Pool,MakeMyTrip,None,Stayvista | Entire 4 BHK Villa Azul,35,4BHK Azul Villa • Pool • Lonavala,33,50,Within Limit (33/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,209,Ashore,6BHK,Villa,Goa,Infinity Pool,Agoda,None,Ashore by Vista Rooms,21,"6-Bedroom Ashore Villa, Goa w/ Infinity Pool",44,50,Within Limit (44/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,209,Ashore,6BHK,Villa,Goa,Infinity Pool,Airbnb,None,6BR|Rooftop Pool+Beach View|StayVista| Ashore @Goa,50,6BHK Ashore Villa w/ Infinity Pool,34,44,Fixed Truncation (50 -> 34 chars),"Fixed overflow: old was 50/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,209,Ashore,6BHK,Villa,Goa,Infinity Pool,Booking.com,None,Ashore By Vista - Morjim by StayVista - 6BHK Beach-View Villa with Infinity Pool,80,Ashore Villa by StayVista - 6BHK w/ Infinity Pool,49,50,Fixed Truncation (80 -> 49 chars),Fixed overflow: old was 80/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,209,Ashore,6BHK,Villa,Goa,Infinity Pool,MakeMyTrip,None,StayVista | Ashore 6 BHK Villa,30,6BHK Ashore Villa • Infinity Pool • Goa,39,50,Within Limit (39/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,302,Arcadia,3BHK,Villa,Goa,Pool,Agoda,None,Villa Arcadia by Vista Rooms,28,"3-Bedroom Arcadia Villa, Goa w/ Pool",36,50,Within Limit (36/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,302,Arcadia,3BHK,Villa,Goa,Pool,Airbnb,None,3BR|Pvt Pool+Lux|StayVista| Arcadia Villa@Candolim,50,3BHK Arcadia Villa w/ Pool,26,44,Fixed Truncation (50 -> 26 chars),"Fixed overflow: old was 50/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,302,Arcadia,3BHK,Villa,Goa,Pool,Booking.com,None,StayVista's Villa Arcadia - Candolim - 3BHK with Pet Friendly & Alfresco Dining,79,Arcadia Villa by StayVista - 3BHK w/ Pool,41,50,Fixed Truncation (79 -> 41 chars),Fixed overflow: old was 79/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,302,Arcadia,3BHK,Villa,Goa,Pool,MakeMyTrip,None,StayVista |3 BHK Pool Villa Arcadia,35,3BHK Arcadia Villa • Pool • Goa,31,50,Within Limit (31/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,220,Meer,6BHK,Villa,Nashik,Pool,Agoda,None,StayVista at Villa Meer,23,"6-Bedroom Meer Villa, Nashik w/ Pool",36,50,Within Limit (36/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,220,Meer,6BHK,Villa,Nashik,Pool,Airbnb,None,6BHK-Villa Meer-w/pool & Huge Lawn-Nashik,41,6BHK Meer • Pool & Lake View,28,44,Within Limit (28/44 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,220,Meer,6BHK,Villa,Nashik,Pool,Booking.com,None,StayVista's Villa Meer - 6BHK with Pet Friendly & Lake View,59,Meer Villa by StayVista - 6BHK w/ Pool,38,50,Fixed Truncation (59 -> 38 chars),Fixed overflow: old was 59/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,220,Meer,6BHK,Villa,Nashik,Pool,MakeMyTrip,None,StayVista | Villa Meer,22,6BHK Meer Villa • Pool • Nashik,31,50,Within Limit (31/50 chars),"Removed non-compliant symbols ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,256,La Bougainvillea Heritage Home,5BHK,Villa,Goa,Private Pool,Agoda,None,StayVista at La Bougainvillea Heritage Home,43,5-Bedroom Villa in Goa w/ Private Pool,38,50,Within Limit (38/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,256,La Bougainvillea Heritage Home,5BHK,Villa,Goa,Private Pool,Airbnb,None,StayVista at La Bougainvillea | Heritage Home,45,5BHK Villa w/ Private Pool,26,44,Fixed Truncation (45 -> 26 chars),"Fixed overflow: old was 45/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,256,La Bougainvillea Heritage Home,5BHK,Villa,Goa,Private Pool,Booking.com,None,StayVista's La Bougainvillea - Heritage Home - 5BHK Villa with Private Pool & Bathtub,85,La Bougainvillea Heritage Home by StayVista - 5BHK,50,50,Fixed Truncation (85 -> 50 chars),Fixed overflow: old was 85/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,256,La Bougainvillea Heritage Home,5BHK,Villa,Goa,Private Pool,MakeMyTrip,None,StayVista at La Bougainvillea Heritage Home,43,5BHK Villa • Private Pool • Goa,31,50,Within Limit (31/50 chars),Added prominent BHK prefix for domestic filter matching,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,242,Cascades,3BHK,Villa,Lonavala,Pool,Agoda,None,Cascades by Vista Rooms,23,"3-Bedroom Cascades Villa, Lonavala w/ Pool",42,50,Within Limit (42/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,242,Cascades,3BHK,Villa,Lonavala,Pool,Airbnb,None,3R+Pvt Pool+Lawn+StayVista Cascades@Lonavala,44,3BHK Cascades • Pool & Mountain View,36,44,Within Limit (36/44 chars),"Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,242,Cascades,3BHK,Villa,Lonavala,Pool,Booking.com,None,"Cascades Villa by VEO, StayVista - 3BHK with Pet Friendly & Mountain View",73,Cascades Villa by StayVista - 3BHK w/ Pool,42,50,Fixed Truncation (73 -> 42 chars),Fixed overflow: old was 73/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,242,Cascades,3BHK,Villa,Lonavala,Pool,MakeMyTrip,None,StayVista | Cascades 3 BHK Pool Villa,37,3BHK Cascades Villa • Pool • Lonavala,37,50,Within Limit (37/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,222,Greenwoods  5,5BHK,Villa,Lonavala,Private Pool,Agoda,None,StayVista at Greenwoods Villa 5,31,5-Bedroom Greenwoods  5 Villa in Lonavala,41,50,Within Limit (41/50 chars),Standardized structure: Size + Name + USP + Location,Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,222,Greenwoods  5,5BHK,Villa,Lonavala,Private Pool,Airbnb,None,5BR|Lawn+Pool|StayVista|Greenwoods Villa 5@Lonavla,50,5BHK Greenwoods  5 • Private Pool & Lawn,40,44,Fixed Truncation (50 -> 40 chars),"Fixed overflow: old was 50/44 chars (truncated in search cards); Removed non-compliant symbols ('|', '@', '+'); Removed redundant brand on Airbnb (prioritizes top USP)",Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,222,Greenwoods  5,5BHK,Villa,Lonavala,Private Pool,Booking.com,None,"StayVista's Greenwoods Villa 5 - City-Center Villa with Private Pool, Terrace, Lift & Music System",98,Greenwoods  5 Villa - 5BHK with Private Pool,44,50,Fixed Truncation (98 -> 44 chars),Fixed overflow: old was 98/50 chars (truncated in search cards),Pending Backend Sync,
RUN_002,2026-09-21 12:56:31,222,Greenwoods  5,5BHK,Villa,Lonavala,Private Pool,MakeMyTrip,None,StayVista | Greenwoods Five 5 BHK Villa,39,5BHK Greenwoods  5 Villa • Private Pool • Lonavala,50,50,Within Limit (50/50 chars),"Removed non-compliant symbols ('|', '@', '+')",Pending Backend Sync,
