SV_ID,Property_Name,BHK,Property_Type,City,USPs,OTA_Platform,Current_Title,Valid_Listing_URL
2482,Inaayat,2,Villa,Jaipur,"Private Pool, Lawn, Gazebo",Agoda,StayVista at Inaayat,https://www.agoda.com/stayvista-at-inaayat/hotel/jaipur-in.html
2482,Inaayat,2,Villa,Jaipur,"Private Pool, Lawn, Gazebo",Airbnb,Inaayat Cosy 2BR Villa w/Pool+Gazebo+Lawn @ Jaipur,https://www.airbnb.co.in/rooms/857588668370712551
2482,Inaayat,2,Villa,Jaipur,"Private Pool, Lawn, Gazebo",Booking.com,StayVista's Inaayat - 2BHK Villa with Bathtub & Private Pool,https://www.booking.com/hotel/in/stayvista-at-inaayat.html
2482,Inaayat,2,Villa,Jaipur,"Private Pool, Lawn, Gazebo",MakeMyTrip,StayVista at Inaayat,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304031132181978&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2590,Cicada Chikmagalur,2,Villa,India,Private Pool,Agoda,StayVista at Cicada Chikmagalur,https://www.agoda.com/en-in/stayvista-at-cicada-h38480429/hotel/chikmagalur-in.html
2590,Cicada Chikmagalur,2,Villa,India,Private Pool,Airbnb,2BR Cicada Luxury Villa Chikmagalur by Stayvista,https://www.airbnb.co.in/rooms/857700821749144725
2590,Cicada Chikmagalur,2,Villa,India,Private Pool,Booking.com,"Cicada by VEO, StayVista - 2BHK Pet-Friendly Villa with Bar",https://www.booking.com/hotel/in/stayvista-at-cicada.html
2590,Cicada Chikmagalur,2,Villa,India,Private Pool,MakeMyTrip,StayVista at Cicada,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202303301054438840&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2584,Misty Barn,5,Villa,India,Private Pool,Agoda,Misty Barn by VEO - Part of StayVista,https://www.agoda.com/en-in/stayvista-at-the-oodsey-house-h38643368/hotel/chikmagalur-in.html
2584,Misty Barn,5,Villa,India,Private Pool,Airbnb,StayVista at Misty Barn | Pet-Friendly 5BR,https://www.airbnb.co.in/rooms/858339005049944178
2584,Misty Barn,5,Villa,India,Private Pool,Booking.com,"Misty Barn - Oodsey by VEO, StayVista - 5BHK Pet-Friendly Mountain-View Villa",https://www.booking.com/hotel/in/stayvista-at-the-oodsey-house.html
2584,Misty Barn,5,Villa,India,Private Pool,MakeMyTrip,Misty Barn by VEO - Part of StayVista,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202303301633014338&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2449,Breezy Whispers,3,Villa,Igatpuri,Private Pool,Agoda,StayVista at Breezy Whispers,https://www.agoda.com/stayvista-at-breezy-whispers/hotel/nandgaon-bk-in.html
2449,Breezy Whispers,3,Villa,Igatpuri,Private Pool,Airbnb,3BR- Breezy Whispers w/ Pool in Igatpuri,https://www.airbnb.co.in/rooms/1298373001524658066
2449,Breezy Whispers,3,Villa,Igatpuri,Private Pool,Booking.com,StayVista's Breezy Whispers - Igatpuri - 3BHK Mountain-View Villa with Private Pool,https://www.booking.com/hotel/in/stayvista-at-breezy-whispers.html
2449,Breezy Whispers,3,Villa,Igatpuri,Private Pool,MakeMyTrip,StayVista at Breezy Whispers,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304051114367248&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2525,Oceanic Sunsets,5,Villa,Goa,Infinity Pool,Agoda,StayVista at Oceanic Sunsets,https://www.agoda.com/en-in/stayvista-at-oceanic-sunsets/hotel/goa-in.html
2525,Oceanic Sunsets,5,Villa,Goa,Infinity Pool,Airbnb,5BR|Luxe Pool Retreat|StayVista|Oceanic Sunset@Goa,https://www.airbnb.co.in/rooms/861339995083375798
2525,Oceanic Sunsets,5,Villa,Goa,Infinity Pool,Booking.com,Oceanic Sunsets - Reis Magos by StayVista - 5BHK Villa with Infinity Pool & Bar,https://www.booking.com/hotel/in/stayvista-at-oceanic-sunsets.html
2525,Oceanic Sunsets,5,Villa,Goa,Infinity Pool,MakeMyTrip,StayVista at Oceanic Sunsets,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304031628243637&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2524,Isabella The Beach View,10,Villa,Goa,Pool,Agoda,"StayVista at Isabella The Beach View with Pvt Gym, Game Room & Pool",https://www.agoda.com/stayvista-at-isabella/hotel/south-goa-in.html
2524,Isabella The Beach View,10,Villa,Goa,Pool,Airbnb,10BR|PvtPool+Cinema|StayVista Isabella–Siridao@Goa,https://www.airbnb.co.in/rooms/822955453202118083
2524,Isabella The Beach View,10,Villa,Goa,Pool,Booking.com,StayVista's Isabella - Siridao - 10BHK Beach-View Villa with Home Theatre,https://www.booking.com/hotel/in/stayvista-at-isabella.html
2524,Isabella The Beach View,10,Villa,Goa,Pool,MakeMyTrip,StayVista at Isabella,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304071430587773&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2528,Natures Odyssey,4,Villa,Karjat,"Pool, Jacuzzi, Lawn",Agoda,Natures Odyssey by StayVista,https://www.agoda.com/stayvista-at-nature-s-odyssey/hotel/karjat-in.html
2528,Natures Odyssey,4,Villa,Karjat,"Pool, Jacuzzi, Lawn",Airbnb,"Nature's Odyssey | Pool, Lawn, Jacuzzi @ StayVista",https://www.airbnb.co.in/rooms/863411154634194510
2528,Natures Odyssey,4,Villa,Karjat,"Pool, Jacuzzi, Lawn",Booking.com,StayVista's Nature's Odyssey - 4BHK Pet-Friendly Villa with Jacuzzi,https://www.booking.com/hotel/in/stayvista-at-natures-odyssey.html
2528,Natures Odyssey,4,Villa,Karjat,"Pool, Jacuzzi, Lawn",MakeMyTrip,StayVista at Natures Odyssey,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304061307111334&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2501,The Francolin Farm,5,Villa,India,"Infinity Pool, Jacuzzi",Agoda,StayVista at The Francolin Farm with Pool &Jacuzzi,https://www.agoda.com/stayvista-at-the-francolin-farm/hotel/new-delhi-and-ncr-in.html?hotel_id=38664796
2501,The Francolin Farm,5,Villa,India,"Infinity Pool, Jacuzzi",Airbnb,"Francolin Farms 5BR Pool Villa, Sohna",https://www.airbnb.co.in/rooms/1214372490388818938
2501,The Francolin Farm,5,Villa,India,"Infinity Pool, Jacuzzi",Booking.com,StayVista's Francolin Farmstay - Sohna - 5BHK with Infinity Pool & Jacuzzi,https://www.booking.com/hotel/in/stayvista-at-the-francolin-farm.html
2501,The Francolin Farm,5,Villa,India,"Infinity Pool, Jacuzzi",MakeMyTrip,StayVista at Francolin Farm,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304081349164403&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2576,Hillside Meadows,4,Villa,Karjat,"Private Pool, Lawn, Gazebo",Agoda,StayVista's Hillside Meadows,https://www.agoda.com/en-in/stayvista-at-hillside-meadows/hotel/karjat-in.html
2576,Hillside Meadows,4,Villa,Karjat,"Private Pool, Lawn, Gazebo",Airbnb,Hillside Meadows - 4BHK w/Pool & Lawn - StayVista,https://www.airbnb.co.in/rooms/873576484515493417
2576,Hillside Meadows,4,Villa,Karjat,"Private Pool, Lawn, Gazebo",Booking.com,Hillside Meadows by StayVista - 4BHK Villa with Private Pool & Gazebo,https://www.booking.com/hotel/in/stayvista-at-hillside-meadows.html
2576,Hillside Meadows,4,Villa,Karjat,"Private Pool, Lawn, Gazebo",MakeMyTrip,StayVista at Hillside Meadows,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304211132289543&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2630,Capri,5,Villa,India,"Pool, Mountain View",Agoda,"Villa Capri by StayVista - Featuring a swimming pool, mountain view, snooker table, and a relaxing j",https://www.agoda.com/stayvista-at-villa-capri/hotel/pezari-in.html
2630,Capri,5,Villa,India,"Pool, Mountain View",Airbnb,"Luxury Villa Capri W/ Pool, Games & Pet-friendly",https://www.airbnb.co.in/rooms/1549891802802692706
2630,Capri,5,Villa,India,"Pool, Mountain View",Booking.com,StayVista's Villa Capri - 5BHK with Pet Friendly & Heated Pool,https://www.booking.com/hotel/in/stayvista-at-villa-capri.html
2630,Capri,5,Villa,India,"Pool, Mountain View",MakeMyTrip,StayVista at Villa Capri,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304211651523158&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
547,The Leaf,5,Villa,India,"Private Pool, Lawn",Agoda,"The Leaf by StayVista - An enchanting escape offering a pool, terrace, lush lawn, contemporary inter",https://www.agoda.com/en-in/the-leaf-by-stayvista-an-enchanting-escape-offering-a-pool-terrace-lush-lawn-contemporary-inter-h39398458/hotel/pezari-in.html
547,The Leaf,5,Villa,India,"Private Pool, Lawn",Airbnb,StayVista @ The Leaf Lux w/Pool & Games,https://www.airbnb.co.in/rooms/651777734611765490
547,The Leaf,5,Villa,India,"Private Pool, Lawn",Booking.com,The Leaf by StayVista - 5BHK Pet-Friendly Villa with Private Pool,https://www.booking.com/hotel/in/the-leaf-by-vista-rooms.html
547,The Leaf,5,Villa,India,"Private Pool, Lawn",MakeMyTrip,StayVista at The Leaf,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202308160812279409&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2648,Ivory Hill,3,Villa,Coorg,Private Pool,Agoda,StayVista at Ivory Hill,https://www.agoda.com/stayvista-at-ivory-hill-h39420096/hotel/coorg-in.html?hotel_id=39420096
2648,Ivory Hill,3,Villa,Coorg,Private Pool,Airbnb,3BR|Balcony+Views|StayVista| Ivory Hill @Karnataka,https://www.airbnb.co.in/rooms/879982358415684848
2648,Ivory Hill,3,Villa,Coorg,Private Pool,Booking.com,"Ivory Hill - Madikeri by VEO, StayVista - 3BHK Villa with Garden",https://www.booking.com/hotel/in/stayvista-at-ivory-hill-coorg.html
2648,Ivory Hill,3,Villa,Coorg,Private Pool,MakeMyTrip,StayVista at Ivory Hill,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202304291534223721&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2643,Farmhouse Retreat,3,Villa,Nashik,Private Pool,Agoda,StayVista at Farmhouse Retreat,https://www.agoda.com/en-in/stayvista-at-farmhouse-retreat/hotel/girnare-in.html
2643,Farmhouse Retreat,3,Villa,Nashik,Private Pool,Airbnb,3BR Pool Gem | StayVista Farmhouse Retreat @Nashik,https://www.airbnb.co.in/rooms/880208671653812744
2643,Farmhouse Retreat,3,Villa,Nashik,Private Pool,Booking.com,StayVista's Farmhouse Retreat - 3BHK Pet-Friendly Villa with Private Pool,https://www.booking.com/hotel/in/stayvista-at-farmhouse-retreat.html
2643,Farmhouse Retreat,3,Villa,Nashik,Private Pool,MakeMyTrip,StayVista at  Farmhouse Retreat,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202305251618117672&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2631,Hilldale,4,Villa,Mahabaleshwar,"Pool, BBQ",Agoda,StayVista at Hilldale,https://www.agoda.com/stayvista-at-hilldale/hotel/mahabaleshwar-in.html
2631,Hilldale,4,Villa,Mahabaleshwar,"Pool, BBQ",Airbnb,4BR |Pool+BBQ/w Outdoor|StayVista| Hilldale @ Pune,https://www.airbnb.co.in/rooms/1567044597434091005
2631,Hilldale,4,Villa,Mahabaleshwar,"Pool, BBQ",Booking.com,StayVista's Hilldale - 4BHK Mountain-View Villa with Home Theatre,https://www.booking.com/hotel/in/stayvista-at-hilldale.html
2631,Hilldale,4,Villa,Mahabaleshwar,"Pool, BBQ",MakeMyTrip,StayVista at Hilldale w/ Outdoor Pool,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202512030950225873&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2599,Rolling Hills,4,Villa,India,"Pool, Lawn, Gazebo",Agoda,StayVista at Rolling Hills with Swimming Pool,https://www.agoda.com/en-in/stayvista-at-rolling-hills/hotel/seti-majhgaon-in.html?hotel_id=39565345
2599,Rolling Hills,4,Villa,India,"Pool, Lawn, Gazebo",Airbnb,"4BR Rolling Hills w/Pvt Pool, Lawn & Wifi",https://www.airbnb.co.in/rooms/887393549156944051
2599,Rolling Hills,4,Villa,India,"Pool, Lawn, Gazebo",Booking.com,"Rolling Hills by VEO, StayVista - 4BHK Forest-View Villa with Pet Friendly & Gazebo",https://www.booking.com/hotel/in/stayvista-at-rolling-hills.html
2599,Rolling Hills,4,Villa,India,"Pool, Lawn, Gazebo",MakeMyTrip,StayVista at Rolling Hills,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202305111126219713&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2583,Pink Palace,3,Villa,Ooty,Private Pool,Agoda,StayVista at Pink Palace,https://www.agoda.com/stayvista-at-pink-palace/hotel/ooty-in.html
2583,Pink Palace,3,Villa,Ooty,Private Pool,Airbnb,StayVista at Pink Palace | Hillview 3BHK Ooty,https://www.airbnb.co.in/rooms/1527331947781492226
2583,Pink Palace,3,Villa,Ooty,Private Pool,Booking.com,StayVista's Pink Palace - 3BHK Villa with Garden & Terrace,https://www.booking.com/hotel/in/stayvista-at-pink-palace.html
2583,Pink Palace,3,Villa,Ooty,Private Pool,MakeMyTrip,StayVista at Pink Palace,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202305151437354978&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2641,Peacocks & Partridges,3,Villa,India,Lawn,Agoda,StayVista at Peacocks & Partridges,https://www.agoda.com/en-in/stayvista-at-peacocks-partridges/hotel/hoshiarpur-in.html
2641,Peacocks & Partridges,3,Villa,India,Lawn,Airbnb,StayVista Peacocks & Partridges | Lawn+WiFi,https://www.airbnb.co.in/rooms/1552652526606618659
2641,Peacocks & Partridges,3,Villa,India,Lawn,Booking.com,Peacocks & Partridges by StayVista - 3BHK Villa with Home Theatre & Sauna,https://www.booking.com/hotel/in/stayvista-at-peacocks-amp-partridges.html
2641,Peacocks & Partridges,3,Villa,India,Lawn,MakeMyTrip,StayVista at Peacocks & Partridges,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202305121727586027&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2682,Pinewood  near Srinagar Airport,4,Villa,Srinagar,Pool,Agoda,StayVista at Pinewood Villa near Srinagar Airport,https://www.agoda.com/search?text=StayVista%20Pinewood%20near%20Srinagar%20Airport%20Srinagar
2682,Pinewood  near Srinagar Airport,4,Villa,Srinagar,Pool,Airbnb,StayVista at Pinewood Villa near Srinagar Airport,https://www.airbnb.co.in/rooms/893843110619416896
2682,Pinewood  near Srinagar Airport,4,Villa,Srinagar,Pool,Booking.com,StayVista's Pinewood Villa - 4BHK with Pool Table & Pet Friendly,https://www.booking.com/hotel/in/stayvista-at-pinewood-villa.html
2682,Pinewood  near Srinagar Airport,4,Villa,Srinagar,Pool,MakeMyTrip,StayVista at Pinewood Villa near Srinagar Airport,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202305251744067653&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2707,Casa Boho,4,Villa,Nashik,"Infinity Pool, Private Pool, BBQ",Agoda,StayVista at Casa Boho,https://www.agoda.com/en-in/casa-boho-by-stayvista-contemporary-design-farm-view-swimming-pool-indoor-games-for-a-chic-ret/hotel/nashik-in.html
2707,Casa Boho,4,Villa,Nashik,"Infinity Pool, Private Pool, BBQ",Airbnb,"StayVista at Casa Boho w/ Infinity Pool, WiFi, BBQ",https://www.airbnb.co.in/rooms/907692862221015063
2707,Casa Boho,4,Villa,Nashik,"Infinity Pool, Private Pool, BBQ",Booking.com,Casa Boho by StayVista - 4BHK Pet-Friendly Villa with Infinity Pool & Private Pool,https://www.booking.com/hotel/in/stayvista-at-casa-boho.html
2707,Casa Boho,4,Villa,Nashik,"Infinity Pool, Private Pool, BBQ",MakeMyTrip,StayVista at Casa Boho,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202306060943383657&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2451,Pearl Lakeview Mansion,5,Villa,Nashik,"Infinity Pool, Lake View",Agoda,StayVista at Pearl Lakeview Mansion,https://www.agoda.com/stayvista-at-pearl-lakeview-mansion/hotel/shevgedang-in.html
2451,Pearl Lakeview Mansion,5,Villa,Nashik,"Infinity Pool, Lake View",Airbnb,5BR|Pool|StayVista |Pearl Lakeview Mansion@Nashik,https://www.airbnb.co.in/rooms/1299828274288693577
2451,Pearl Lakeview Mansion,5,Villa,Nashik,"Infinity Pool, Lake View",Booking.com,StayVista's Pearl Lakeview Mansion - 5BHK Lake-View Villa with Infinity Pool,https://www.booking.com/hotel/in/stayvista-at-pearl-lakeview-mansion.html
2451,Pearl Lakeview Mansion,5,Villa,Nashik,"Infinity Pool, Lake View",MakeMyTrip,StayVista at Pearl Lakeview Mansion,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202306060915248137&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2638,The Barn,5,Villa,Lonavala,Jacuzzi,Agoda,StayVista at The Barn,https://www.agoda.com/stayvista-at-villa-109-at-canary-farms/hotel/lonavala-in.html
2638,The Barn,5,Villa,Lonavala,Jacuzzi,Airbnb,"StayVista at The Barn @ Canary Farms, Lonavala",https://www.airbnb.co.in/rooms/1728821592417876281
2638,The Barn,5,Villa,Lonavala,Jacuzzi,Booking.com,The Barn by StayVista - 5BHK Villa with Home Theatre & Jacuzzi,https://www.booking.com/hotel/in/stayvista-at-villa-109-at-canary-farms.html
2638,The Barn,5,Villa,Lonavala,Jacuzzi,MakeMyTrip,StayVista at The Barn,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202306051738573004&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2736,Kismet,4,Villa,Goa,"Pool, Lawn",Agoda,StayVista at Kismet Villa,https://www.agoda.com/stayvista-at-kismet-villa/hotel/goa-in.html
2736,Kismet,4,Villa,Goa,"Pool, Lawn",Airbnb,4BR |Pvt Pool+Lawn|StayVista| Kismet Villa @Moira,https://www.airbnb.co.in/rooms/922957678575809098
2736,Kismet,4,Villa,Goa,"Pool, Lawn",Booking.com,StayVista's Kismet Villa - Moira - 4BHK with Home Theatre & Bar,https://www.booking.com/hotel/in/stayvista-at-kismet-villa.html
2736,Kismet,4,Villa,Goa,"Pool, Lawn",MakeMyTrip,StayVista at Kismet Villa,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202306281841589334&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
647,Lakeside Summers,5,Villa,Nashik,Private Pool,Agoda,Lakeside Summers by VEO - Part of StayVista,https://www.agoda.com/en-in/stayvista-at-lakeside-summers/hotel/trimbak-in.html
647,Lakeside Summers,5,Villa,Nashik,Private Pool,Airbnb,5BR-Lakeside Summers-w/pool and farm view-Nashik,https://www.airbnb.co.in/rooms/762110660620435476
647,Lakeside Summers,5,Villa,Nashik,Private Pool,Booking.com,"Lakeside Summers by VEO, StayVista - 5BHK Mountain-View Villa with Private Pool",https://www.booking.com/hotel/in/meluha-villa-by-vista-rooms.html
647,Lakeside Summers,5,Villa,Nashik,Private Pool,MakeMyTrip,StayVista at Lakeside Summers,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201800091074&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2712,The Glasscape,2,Villa,Nashik,Private Pool,Agoda,StayVista at The Glasscape,https://www.agoda.com/stayvista-at-the-glasscape/hotel/khambale-in.html?hotel_id=41775817
2712,The Glasscape,2,Villa,Nashik,Private Pool,Airbnb,2BR|Hill Views+Pool|StayVista|The Glasscape@Trambk,https://www.airbnb.co.in/rooms/925483993653429605
2712,The Glasscape,2,Villa,Nashik,Private Pool,Booking.com,The Glasscape by StayVista - 2BHK Pet-Friendly Villa with Private Pool,https://www.booking.com/hotel/in/stayvista-at-the-glasscape-nashik.html
2712,The Glasscape,2,Villa,Nashik,Private Pool,MakeMyTrip,StayVista at The Glasscape,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202307010625517610&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2718,Odessa Enclave,5,Villa,India,Pool,Agoda,StayVista at Odessa Enclave,https://www.agoda.com/en-in/stayvista-at-odessa-enclave/hotel/malavli-in.html
2718,Odessa Enclave,5,Villa,India,Pool,Airbnb,Odessa Enclave – Pool & Wi-Fi Luxury Stay,https://www.airbnb.co.in/rooms/1309019590540012135
2718,Odessa Enclave,5,Villa,India,Pool,Booking.com,StayVista's Odessa Enclave - 5BHK Villa with Pool Table & Viewing Deck,https://www.booking.com/hotel/in/stayvista-at-odessa-enclave.html
2718,Odessa Enclave,5,Villa,India,Pool,MakeMyTrip,StayVista at Odessa Enclave,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202307041738007156&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2737,The Barn,3,House,India,Private Pool,Agoda,StayVista at The Barn House,https://www.agoda.com/en-in/stayvista-at-the-barn-house/hotel/panchkula-in.html
2737,The Barn,3,House,India,Private Pool,Airbnb,3BR|Pool Retreat|StayVista|The Barn House@Himachal,https://www.airbnb.co.in/rooms/929379439554365598
2737,The Barn,3,House,India,Private Pool,Booking.com,The Barn House by StayVista - 3BHK with Bar & Private Pool,https://www.booking.com/hotel/in/stayvista-at-the-barn-house.html
2737,The Barn,3,House,India,Private Pool,MakeMyTrip,StayVista at The Barn House,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202307061608304575&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
2796,Basalt,5,Villa,Lonavala,Infinity Pool,Agoda,StayVista at Basalt,https://www.agoda.com/stayvista-at-basalt-hillside-farmstay/hotel/lonavala-in.html?hotel_id=44053997
2796,Basalt,5,Villa,Lonavala,Infinity Pool,Airbnb,Basalt - 5 BHK Villa - W/Infinitty Pool - Karjat,https://www.airbnb.co.in/rooms/1145517443218309359
